,Total_suma,Număr_produse,procent_TVA,metoda_plata,Oră_emitere,Comerciant_id,eticheta,motiv_frauda
8404,181.35,8,19,card,07:26:49,C0190,non-fraudulent,
8405,107.1,6,9,card,04:40:40,C0083,fraudulent,emitere_noaptea
8406,54.59,6,9,card,06:30:58,C0108,non-fraudulent,
8407,95.83,5,19,card,18:22:41,C0140,non-fraudulent,
8408,331.29,7,9,tichete,05:04:41,C0012,non-fraudulent,
8409,326.94,7,19,card,11:05:48,C0006,fraudulent,comerciant_risc
8410,106.59,4,9,numerar,11:20:22,C0065,non-fraudulent,
8411,144.05,7,9,card,02:11:41,C0093,fraudulent,emitere_noaptea
8412,58.67,6,9,tichete,08:18:31,C0047,non-fraudulent,
8413,55.02,2,9,numerar,16:12:04,C0157,non-fraudulent,
8414,102.78,6,9,card,00:33:00,C0187,fraudulent,emitere_noaptea
8415,58.52,4,9,transfer,18:15:36,C0076,non-fraudulent,
8416,32.69,3,19,transfer,10:31:11,C0151,non-fraudulent,
8417,301.62,8,9,card,21:43:14,C0136,fraudulent,comerciant_risc
8418,65.97,7,9,tichete,13:13:22,C0178,non-fraudulent,
8419,83.63,8,19,tichete,09:30:20,C0176,non-fraudulent,
8420,203.04,6,19,card,16:28:08,C0041,non-fraudulent,
8421,194.01,4,19,tichete,17:50:08,C0025,non-fraudulent,
8422,274.61,6,9,numerar,20:26:01,C0024,non-fraudulent,
8423,59.74,6,9,numerar,07:00:08,C0010,fraudulent,comerciant_risc
8424,72.84,5,19,transfer,00:45:54,C0064,fraudulent,emitere_noaptea
8425,75.55,3,9,tichete,01:29:55,C0136,fraudulent,emitere_noaptea;comerciant_risc
8426,307.14,9,19,transfer,15:01:43,C0195,non-fraudulent,
8427,395.01,9,19,transfer,14:26:27,C0030,non-fraudulent,
8428,205.78,6,19,numerar,23:02:29,C0083,non-fraudulent,
8429,163.74,4,19,numerar,20:11:45,C0189,non-fraudulent,
8430,169.43,5,19,numerar,21:27:05,C0133,non-fraudulent,
8431,323.35,7,19,numerar,03:41:28,C0105,fraudulent,emitere_noaptea;numerar_prea_mare
8432,191.8,4,9,transfer,00:44:59,C0121,fraudulent,emitere_noaptea
8433,111.04,7,19,tichete,07:11:54,C0092,non-fraudulent,
8434,40.33,6,19,numerar,21:52:27,C0029,non-fraudulent,
8435,32.03,5,19,numerar,19:26:12,C0067,non-fraudulent,
8436,155.58,6,9,transfer,03:41:59,C0121,fraudulent,emitere_noaptea
8437,163.83,6,9,numerar,14:51:00,C0040,non-fraudulent,
8438,256.84,7,19,numerar,00:22:57,C0160,fraudulent,emitere_noaptea
8439,436.72,9,19,card,15:07:31,C0096,non-fraudulent,
8440,320.46,8,9,card,01:12:17,C0061,fraudulent,emitere_noaptea
8441,85.18,5,9,numerar,15:30:47,C0075,non-fraudulent,
8442,472.38,10,9,card,21:59:22,C0081,non-fraudulent,
8443,149.77,7,19,numerar,22:51:20,C0107,fraudulent,comerciant_risc
8444,249.07,6,19,card,05:28:35,C0109,non-fraudulent,
8445,92.46,4,19,transfer,08:39:10,C0150,non-fraudulent,
8446,215.76,8,19,transfer,23:02:02,C0103,non-fraudulent,
8447,142.24,3,19,transfer,16:19:59,C0078,non-fraudulent,
8448,101.13,9,19,tichete,02:53:56,C0026,fraudulent,emitere_noaptea
8449,113.52,3,9,transfer,14:10:26,C0086,non-fraudulent,
8450,35.36,6,9,tichete,14:49:10,C0187,non-fraudulent,
8451,204.44,5,9,numerar,16:19:50,C0163,non-fraudulent,
8452,167.88,8,9,transfer,10:23:20,C0200,non-fraudulent,
8453,70.61,4,9,card,08:15:57,C0135,non-fraudulent,
8454,222.98,5,19,card,02:43:24,C0046,fraudulent,emitere_noaptea
8455,245.19,7,9,tichete,23:14:43,C0021,non-fraudulent,
8456,55.54,4,9,transfer,02:04:12,C0085,fraudulent,emitere_noaptea
8457,339.05,8,9,numerar,13:22:04,C0142,fraudulent,numerar_prea_mare
8458,104.73,6,19,tichete,10:01:36,C0114,non-fraudulent,
8459,44.52,4,9,tichete,12:15:25,C0031,non-fraudulent,
8460,175.86,9,19,numerar,00:53:39,C0091,fraudulent,emitere_noaptea
8461,342.89,10,9,numerar,20:29:35,C0070,fraudulent,numerar_prea_mare
8462,153.38,4,19,numerar,08:36:51,C0110,non-fraudulent,
8463,232.25,5,19,card,12:25:01,C0011,non-fraudulent,
8464,174.77,10,19,numerar,01:18:47,C0107,fraudulent,emitere_noaptea;comerciant_risc
8465,80.37,6,19,tichete,14:00:28,C0143,non-fraudulent,
8466,54.25,8,9,numerar,16:25:31,C0166,non-fraudulent,
8467,83.88,2,19,transfer,00:15:01,C0101,fraudulent,emitere_noaptea
8468,63.43,4,9,card,16:52:50,C0030,non-fraudulent,
8469,186.72,5,19,numerar,03:19:05,C0072,fraudulent,emitere_noaptea
8470,85.23,9,9,tichete,19:39:07,C0111,non-fraudulent,
8471,96.64,5,9,card,06:38:21,C0107,fraudulent,comerciant_risc
8472,367.66,10,9,numerar,06:27:01,C0022,fraudulent,numerar_prea_mare
8473,92.81,2,9,transfer,00:40:31,C0180,fraudulent,emitere_noaptea
8474,64.54,4,19,transfer,15:55:19,C0171,non-fraudulent,
8475,97.01,2,9,card,18:25:06,C0186,non-fraudulent,
8476,129.29,5,9,card,13:13:21,C0008,non-fraudulent,
8477,60.52,6,9,transfer,06:44:08,C0040,non-fraudulent,
8478,209.65,7,9,card,09:46:43,C0155,non-fraudulent,
8479,153.18,5,9,tichete,02:21:37,C0079,fraudulent,emitere_noaptea
8480,74.21,4,9,tichete,15:44:44,C0079,non-fraudulent,
8481,87.01,6,9,numerar,04:39:41,C0148,fraudulent,emitere_noaptea
8482,375.23,8,9,transfer,15:57:00,C0085,non-fraudulent,
8483,113.09,9,9,tichete,07:57:07,C0034,non-fraudulent,
8484,57.96,3,19,numerar,01:13:00,C0067,fraudulent,emitere_noaptea
8485,306.33,7,9,tichete,21:50:46,C0085,non-fraudulent,
8486,76.69,4,19,tichete,22:52:40,C0013,non-fraudulent,
8487,369.48,9,19,transfer,14:57:07,C0082,non-fraudulent,
8488,300.35,8,9,card,16:19:04,C0104,non-fraudulent,
8489,279.87,6,9,numerar,13:07:20,C0110,non-fraudulent,
8490,118.7,4,19,card,10:27:52,C0061,non-fraudulent,
8491,69.99,3,9,tichete,16:45:31,C0033,non-fraudulent,
8492,59.12,10,19,transfer,20:10:13,C0003,non-fraudulent,
8493,99.25,8,19,numerar,16:45:08,C0020,non-fraudulent,
8494,21.9,3,19,card,23:15:58,C0045,non-fraudulent,
8495,223.52,6,9,transfer,16:24:35,C0092,non-fraudulent,
8496,92.25,5,19,transfer,01:17:43,C0082,fraudulent,emitere_noaptea
8497,296.0,8,9,transfer,10:28:20,C0062,non-fraudulent,
8498,231.44,7,19,tichete,04:23:58,C0040,fraudulent,emitere_noaptea
8499,81.23,6,9,transfer,08:54:04,C0196,non-fraudulent,
8500,203.78,6,9,numerar,11:23:03,C0037,non-fraudulent,
8501,93.8,6,19,transfer,13:26:19,C0082,non-fraudulent,
8502,99.86,3,19,tichete,22:51:42,C0061,non-fraudulent,
8503,160.27,9,9,tichete,18:25:56,C0081,non-fraudulent,
8504,141.36,4,9,card,12:41:18,C0100,non-fraudulent,
8505,60.13,6,19,transfer,22:40:39,C0069,non-fraudulent,
8506,115.46,4,19,card,01:25:52,C0183,fraudulent,emitere_noaptea
8507,225.04,5,9,tichete,07:22:40,C0081,non-fraudulent,
8508,202.14,5,9,card,23:34:20,C0014,non-fraudulent,
8509,74.73,4,9,numerar,06:57:46,C0104,non-fraudulent,
8510,333.44,11,19,card,21:56:26,C0110,non-fraudulent,
8511,155.18,5,19,card,19:57:23,C0135,non-fraudulent,
8512,270.01,9,19,numerar,23:08:52,C0151,non-fraudulent,
8513,169.3,4,19,card,17:41:30,C0025,non-fraudulent,
8514,59.39,7,19,numerar,02:15:00,C0090,fraudulent,emitere_noaptea
8515,85.64,6,9,numerar,11:27:23,C0179,non-fraudulent,
8516,129.87,8,9,card,00:00:12,C0173,fraudulent,emitere_noaptea
8517,473.64,10,9,transfer,10:46:20,C0091,non-fraudulent,
8518,88.01,3,19,card,22:53:12,C0065,non-fraudulent,
8519,176.18,8,9,numerar,15:31:12,C0062,non-fraudulent,
8520,28.35,4,9,card,12:53:26,C0164,non-fraudulent,
8521,172.84,6,19,numerar,06:47:26,C0178,non-fraudulent,
8522,41.65,2,9,numerar,16:21:05,C0020,non-fraudulent,
8523,118.27,7,19,tichete,02:53:43,C0027,fraudulent,emitere_noaptea
8524,100.38,3,9,tichete,10:33:49,C0103,non-fraudulent,
8525,187.99,5,9,tichete,06:08:55,C0107,fraudulent,comerciant_risc
8526,202.72,5,9,card,13:51:47,C0151,non-fraudulent,
8527,291.18,7,9,transfer,08:41:22,C0097,non-fraudulent,
8528,153.99,11,19,card,09:25:52,C0164,non-fraudulent,
8529,37.49,5,19,numerar,10:19:21,C0108,non-fraudulent,
8530,197.91,4,9,numerar,19:31:55,C0131,non-fraudulent,
8531,110.05,11,19,numerar,12:45:51,C0086,non-fraudulent,
8532,119.02,3,9,tichete,10:51:54,C0119,non-fraudulent,
8533,53.0,4,19,tichete,02:32:31,C0124,fraudulent,emitere_noaptea
8534,309.71,8,19,transfer,01:29:00,C0054,fraudulent,emitere_noaptea
8535,143.0,8,19,tichete,18:46:54,C0096,non-fraudulent,
8536,100.03,5,9,card,19:02:17,C0136,fraudulent,comerciant_risc
8537,190.96,8,19,numerar,09:14:36,C0082,non-fraudulent,
8538,107.86,6,19,tichete,04:43:03,C0127,fraudulent,emitere_noaptea
8539,130.7,6,19,numerar,02:55:24,C0178,fraudulent,emitere_noaptea
8540,112.87,5,9,transfer,08:18:08,C0004,non-fraudulent,
8541,94.42,8,9,transfer,08:45:08,C0114,non-fraudulent,
8542,241.2,12,19,card,09:01:14,C0102,non-fraudulent,
8543,248.37,8,9,tichete,07:03:04,C0142,non-fraudulent,
8544,136.65,5,19,card,09:07:09,C0085,non-fraudulent,
8545,184.56,7,19,card,15:18:17,C0026,non-fraudulent,
8546,29.51,4,9,numerar,02:03:46,C0087,fraudulent,emitere_noaptea
8547,77.99,5,9,numerar,16:14:30,C0040,non-fraudulent,
8548,314.21,7,9,card,22:01:12,C0037,non-fraudulent,
8549,285.95,8,9,numerar,10:02:54,C0149,non-fraudulent,
8550,139.81,5,9,numerar,06:12:09,C0065,non-fraudulent,
8551,51.93,5,9,transfer,21:50:17,C0187,non-fraudulent,
8552,127.08,8,19,numerar,01:04:23,C0180,fraudulent,emitere_noaptea
8553,106.83,3,19,transfer,17:34:47,C0109,non-fraudulent,
8554,49.98,6,19,card,15:29:10,C0079,non-fraudulent,
8555,197.72,4,19,tichete,04:03:15,C0075,fraudulent,emitere_noaptea
8556,256.88,6,19,tichete,22:00:45,C0172,non-fraudulent,
8557,274.8,7,9,card,02:18:52,C0083,fraudulent,emitere_noaptea
8558,33.19,5,9,card,13:05:34,C0122,non-fraudulent,
8559,391.14,9,9,numerar,04:36:31,C0018,fraudulent,emitere_noaptea;numerar_prea_mare
8560,54.67,2,9,transfer,14:18:53,C0086,non-fraudulent,
8561,186.73,5,9,transfer,14:10:15,C0142,non-fraudulent,
8562,100.44,4,19,tichete,02:03:20,C0156,fraudulent,emitere_noaptea
8563,15.25,1,19,tichete,08:24:21,C0099,non-fraudulent,
8564,399.21,8,19,tichete,08:29:26,C0140,non-fraudulent,
8565,178.47,5,9,transfer,18:18:07,C0028,non-fraudulent,
8566,223.36,6,9,transfer,05:42:00,C0105,non-fraudulent,
8567,194.67,4,19,tichete,07:10:38,C0154,fraudulent,comerciant_risc
8568,165.28,4,19,card,23:42:46,C0048,non-fraudulent,
8569,287.47,8,9,transfer,05:25:33,C0127,non-fraudulent,
8570,85.47,6,9,numerar,01:38:11,C0163,fraudulent,emitere_noaptea
8571,340.48,9,19,numerar,16:37:45,C0127,fraudulent,numerar_prea_mare
8572,198.22,6,9,tichete,04:14:52,C0091,fraudulent,emitere_noaptea
8573,91.37,5,19,card,04:07:42,C0112,fraudulent,emitere_noaptea
8574,107.82,6,19,card,05:32:05,C0115,non-fraudulent,
8575,144.47,3,19,transfer,20:04:51,C0023,non-fraudulent,
8576,166.28,7,19,transfer,19:45:40,C0162,non-fraudulent,
8577,182.28,8,19,numerar,00:06:36,C0141,fraudulent,emitere_noaptea
8578,136.69,10,19,card,06:19:35,C0192,non-fraudulent,
8579,185.35,5,9,transfer,09:10:13,C0102,non-fraudulent,
8580,151.48,4,19,card,13:10:55,C0138,non-fraudulent,
8581,88.93,6,9,transfer,16:14:20,C0074,non-fraudulent,
8582,256.23,8,19,card,13:47:40,C0048,non-fraudulent,
8583,157.26,7,19,numerar,03:43:21,C0092,fraudulent,emitere_noaptea
8584,155.89,6,19,card,22:49:56,C0124,non-fraudulent,
8585,196.97,7,9,tichete,18:07:28,C0005,non-fraudulent,
8586,389.45,9,19,tichete,17:38:33,C0003,non-fraudulent,
8587,132.08,5,9,transfer,15:20:40,C0123,non-fraudulent,
8588,207.87,6,19,card,17:57:03,C0113,non-fraudulent,
8589,83.13,4,9,numerar,08:38:17,C0097,non-fraudulent,
8590,53.79,3,9,card,21:25:17,C0076,non-fraudulent,
8591,213.57,6,9,numerar,17:01:05,C0191,non-fraudulent,
8592,101.51,4,9,transfer,14:34:06,C0122,non-fraudulent,
8593,139.97,8,19,transfer,09:26:12,C0160,non-fraudulent,
8594,19.03,2,9,card,12:11:14,C0053,non-fraudulent,
8595,24.2,1,9,numerar,09:50:59,C0174,non-fraudulent,
8596,168.01,8,19,numerar,14:25:19,C0062,non-fraudulent,
8597,340.04,8,19,card,05:19:50,C0020,non-fraudulent,
8598,66.35,6,19,numerar,12:48:10,C0121,non-fraudulent,
8599,46.35,6,9,tichete,21:48:06,C0158,non-fraudulent,
8600,11.76,2,9,numerar,01:07:18,C0047,fraudulent,emitere_noaptea
8601,64.04,4,9,card,01:09:59,C0093,fraudulent,emitere_noaptea
8602,69.47,5,19,numerar,19:16:17,C0180,non-fraudulent,
8603,103.18,6,19,transfer,02:55:17,C0174,fraudulent,emitere_noaptea
8604,239.01,5,9,transfer,04:19:18,C0004,fraudulent,emitere_noaptea
8605,294.57,6,9,tichete,00:50:05,C0070,fraudulent,emitere_noaptea
8606,80.83,11,19,card,10:50:05,C0024,non-fraudulent,
8607,46.1,6,9,numerar,11:08:33,C0173,non-fraudulent,
8608,117.1,8,19,transfer,12:41:17,C0086,non-fraudulent,
8609,121.43,7,9,transfer,09:18:14,C0063,non-fraudulent,
8610,65.93,7,9,tichete,02:41:14,C0043,fraudulent,emitere_noaptea
8611,117.39,4,9,card,06:28:11,C0062,non-fraudulent,
8612,342.59,7,19,numerar,03:00:09,C0097,fraudulent,emitere_noaptea;numerar_prea_mare
8613,22.21,1,9,transfer,13:13:57,C0197,non-fraudulent,
8614,13.59,2,9,transfer,17:14:52,C0086,non-fraudulent,
8615,53.55,8,19,transfer,06:57:24,C0045,non-fraudulent,
8616,77.74,6,9,card,15:56:43,C0062,non-fraudulent,
8617,322.72,9,9,card,05:36:28,C0153,non-fraudulent,
8618,168.24,5,9,transfer,04:07:46,C0141,fraudulent,emitere_noaptea
8619,104.01,5,19,numerar,21:11:41,C0138,non-fraudulent,
8620,129.22,6,19,tichete,13:19:42,C0128,non-fraudulent,
8621,129.5,5,19,numerar,10:23:51,C0199,fraudulent,comerciant_risc
8622,249.05,6,19,tichete,12:10:24,C0164,non-fraudulent,
8623,164.48,4,19,card,11:56:44,C0193,non-fraudulent,
8624,237.9,5,19,transfer,05:22:01,C0190,non-fraudulent,
8625,98.69,10,19,card,17:39:17,C0117,non-fraudulent,
8626,48.51,7,9,transfer,08:59:49,C0173,non-fraudulent,
8627,62.9,3,9,transfer,15:22:27,C0088,non-fraudulent,
8628,54.12,3,9,card,02:16:22,C0073,fraudulent,emitere_noaptea
8629,106.57,9,9,tichete,06:45:36,C0199,fraudulent,comerciant_risc
8630,69.6,5,9,transfer,12:21:46,C0174,non-fraudulent,
8631,207.82,6,9,card,09:24:59,C0084,non-fraudulent,
8632,163.42,9,19,card,15:23:35,C0147,non-fraudulent,
8633,147.71,3,19,card,21:31:19,C0141,non-fraudulent,
8634,225.89,9,9,numerar,02:00:12,C0021,fraudulent,emitere_noaptea
8635,189.82,8,9,card,16:12:16,C0200,non-fraudulent,
8636,66.15,5,19,card,04:46:56,C0082,fraudulent,emitere_noaptea
8637,341.82,7,9,tichete,20:37:22,C0150,non-fraudulent,
8638,64.57,4,19,transfer,13:39:53,C0126,non-fraudulent,
8639,33.24,2,19,numerar,16:40:05,C0060,non-fraudulent,
8640,134.24,4,9,tichete,15:52:23,C0030,non-fraudulent,
8641,69.75,6,9,transfer,00:51:06,C0125,fraudulent,emitere_noaptea
8642,223.74,6,9,transfer,16:38:58,C0024,non-fraudulent,
8643,42.93,7,19,numerar,19:13:04,C0128,non-fraudulent,
8644,168.26,5,19,tichete,11:20:43,C0107,fraudulent,comerciant_risc
8645,376.14,10,19,numerar,23:13:52,C0035,fraudulent,numerar_prea_mare
8646,196.33,6,19,transfer,14:30:41,C0157,non-fraudulent,
8647,169.41,7,9,card,04:08:13,C0007,fraudulent,emitere_noaptea
8648,80.29,7,19,transfer,05:37:06,C0076,non-fraudulent,
8649,98.24,6,19,tichete,06:16:39,C0109,non-fraudulent,
8650,246.13,7,9,transfer,17:41:08,C0060,non-fraudulent,
8651,218.36,5,19,card,18:16:45,C0164,non-fraudulent,
8652,366.95,11,9,card,21:43:13,C0112,non-fraudulent,
8653,392.7,8,19,numerar,10:49:32,C0110,fraudulent,numerar_prea_mare
8654,70.94,7,19,transfer,05:08:13,C0094,non-fraudulent,
8655,283.98,7,19,numerar,10:00:26,C0019,non-fraudulent,
8656,58.63,3,19,tichete,13:31:26,C0019,non-fraudulent,
8657,260.45,16,19,transfer,03:15:31,C0050,fraudulent,emitere_noaptea
8658,323.5,7,9,card,18:31:09,C0198,non-fraudulent,
8659,119.0,3,9,numerar,00:31:56,C0031,fraudulent,emitere_noaptea
8660,66.2,3,9,transfer,00:28:22,C0069,fraudulent,emitere_noaptea
8661,65.36,6,9,numerar,02:18:05,C0109,fraudulent,emitere_noaptea
8662,49.65,3,9,tichete,03:56:21,C0175,fraudulent,emitere_noaptea
8663,155.51,4,9,card,14:58:15,C0098,non-fraudulent,
8664,210.78,9,9,transfer,11:11:40,C0013,non-fraudulent,
8665,113.03,4,19,transfer,13:52:53,C0090,non-fraudulent,
8666,326.58,11,19,tichete,13:50:25,C0049,non-fraudulent,
8667,165.98,6,9,transfer,18:31:11,C0049,non-fraudulent,
8668,229.03,8,19,card,15:31:09,C0035,non-fraudulent,
8669,324.71,9,19,transfer,22:34:56,C0124,non-fraudulent,
8670,176.13,8,19,transfer,15:09:00,C0055,non-fraudulent,
8671,57.82,10,19,card,02:22:57,C0072,fraudulent,emitere_noaptea
8672,300.15,10,19,card,09:07:57,C0058,non-fraudulent,
8673,69.61,6,9,transfer,22:21:16,C0055,non-fraudulent,
8674,169.55,5,9,card,05:57:10,C0194,non-fraudulent,
8675,293.07,7,19,card,09:28:19,C0026,non-fraudulent,
8676,310.01,8,9,transfer,06:48:40,C0107,fraudulent,comerciant_risc
8677,326.7,7,9,card,02:54:21,C0075,fraudulent,emitere_noaptea
8678,132.8,3,19,tichete,13:50:57,C0121,non-fraudulent,
8679,205.75,5,19,numerar,11:21:02,C0052,non-fraudulent,
8680,41.08,2,19,tichete,07:08:02,C0110,non-fraudulent,
8681,110.73,3,19,card,21:32:12,C0079,non-fraudulent,
8682,46.73,5,9,tichete,01:47:26,C0186,fraudulent,emitere_noaptea
8683,122.81,4,19,tichete,16:29:51,C0081,non-fraudulent,
8684,241.96,8,19,card,10:23:55,C0167,non-fraudulent,
8685,22.7,2,19,card,01:05:16,C0087,fraudulent,emitere_noaptea
8686,156.26,7,9,card,13:29:08,C0175,non-fraudulent,
8687,112.46,5,9,transfer,09:55:09,C0094,non-fraudulent,
8688,210.85,7,9,tichete,18:21:07,C0074,non-fraudulent,
8689,195.77,10,19,transfer,00:09:25,C0114,fraudulent,emitere_noaptea
8690,87.36,4,9,numerar,19:02:24,C0027,non-fraudulent,
8691,81.4,4,19,transfer,03:25:22,C0166,fraudulent,emitere_noaptea
8692,118.85,5,19,tichete,22:15:45,C0145,non-fraudulent,
8693,174.52,7,19,transfer,11:53:45,C0123,non-fraudulent,
8694,246.63,6,9,card,14:10:58,C0113,non-fraudulent,
8695,242.0,8,19,transfer,18:42:46,C0178,non-fraudulent,
8696,147.01,3,19,card,14:27:33,C0016,fraudulent,comerciant_risc
8697,411.14,12,9,card,09:34:26,C0114,non-fraudulent,
8698,213.75,5,19,card,07:55:50,C0064,non-fraudulent,
8699,136.75,3,9,card,12:45:33,C0159,fraudulent,comerciant_risc
8700,116.45,3,19,tichete,16:37:50,C0180,non-fraudulent,
8701,338.6,7,19,transfer,15:54:09,C0193,non-fraudulent,
8702,164.95,6,19,tichete,06:20:46,C0042,non-fraudulent,
8703,236.5,8,19,tichete,13:07:22,C0029,non-fraudulent,
8704,133.45,3,9,card,06:58:59,C0038,non-fraudulent,
8705,198.49,8,19,numerar,13:49:57,C0078,non-fraudulent,
8706,47.75,6,9,tichete,05:43:21,C0098,non-fraudulent,
8707,148.99,4,19,numerar,13:15:26,C0177,non-fraudulent,
8708,103.04,3,19,tichete,03:01:36,C0156,fraudulent,emitere_noaptea
8709,184.69,6,19,card,06:21:23,C0192,non-fraudulent,
8710,118.73,9,19,numerar,10:59:38,C0045,non-fraudulent,
8711,261.48,6,9,tichete,20:36:49,C0128,non-fraudulent,
8712,222.19,5,19,tichete,18:47:33,C0131,non-fraudulent,
8713,271.89,6,19,transfer,06:25:31,C0008,non-fraudulent,
8714,64.72,4,19,transfer,05:09:07,C0073,non-fraudulent,
8715,191.5,6,9,card,06:14:09,C0191,non-fraudulent,
8716,173.43,5,19,tichete,21:46:53,C0185,non-fraudulent,
8717,102.43,5,19,tichete,23:03:43,C0164,non-fraudulent,
8718,127.9,6,19,card,12:29:53,C0150,non-fraudulent,
8719,69.41,6,9,transfer,13:03:57,C0161,non-fraudulent,
8720,68.23,5,19,card,13:07:14,C0031,non-fraudulent,
8721,155.61,7,9,tichete,16:27:47,C0196,non-fraudulent,
8722,45.63,6,19,card,20:27:27,C0058,non-fraudulent,
8723,77.48,4,9,numerar,13:56:08,C0078,non-fraudulent,
8724,62.5,7,19,card,23:33:18,C0036,non-fraudulent,
8725,144.27,6,19,card,16:49:33,C0121,non-fraudulent,
8726,46.58,2,19,card,18:41:10,C0164,non-fraudulent,
8727,296.82,7,19,transfer,23:45:33,C0083,non-fraudulent,
8728,218.31,7,9,card,06:54:18,C0022,non-fraudulent,
8729,222.55,5,9,tichete,04:55:27,C0115,fraudulent,emitere_noaptea
8730,123.49,8,19,card,18:32:46,C0121,non-fraudulent,
8731,72.8,6,19,card,06:13:48,C0109,non-fraudulent,
8732,197.2,4,9,transfer,18:15:54,C0092,non-fraudulent,
8733,352.05,8,19,numerar,02:51:25,C0041,fraudulent,emitere_noaptea;numerar_prea_mare
8734,231.55,5,19,transfer,22:40:14,C0184,fraudulent,comerciant_risc
8735,240.42,8,19,tichete,00:51:22,C0169,fraudulent,emitere_noaptea
8736,59.52,2,19,numerar,05:30:27,C0047,non-fraudulent,
8737,92.79,4,9,transfer,19:50:57,C0200,non-fraudulent,
8738,70.42,3,9,transfer,17:42:29,C0074,non-fraudulent,
8739,293.5,8,19,numerar,01:56:09,C0197,fraudulent,emitere_noaptea
8740,90.0,5,9,tichete,16:39:06,C0199,fraudulent,comerciant_risc
8741,198.34,4,9,numerar,13:50:25,C0027,non-fraudulent,
8742,93.33,3,9,transfer,21:17:50,C0055,non-fraudulent,
8743,70.99,10,19,tichete,14:47:15,C0017,non-fraudulent,
8744,136.15,5,9,card,14:28:13,C0136,fraudulent,comerciant_risc
8745,33.34,6,9,transfer,05:22:24,C0029,non-fraudulent,
8746,44.2,6,9,transfer,19:24:10,C0082,non-fraudulent,
8747,420.57,13,19,card,00:02:51,C0021,fraudulent,emitere_noaptea
8748,313.15,7,9,tichete,07:37:28,C0168,non-fraudulent,
8749,375.14,9,19,card,09:05:21,C0106,non-fraudulent,
8750,229.32,12,9,tichete,13:49:57,C0183,non-fraudulent,
8751,100.23,8,19,numerar,18:45:16,C0177,non-fraudulent,
8752,175.33,4,19,transfer,23:25:13,C0188,non-fraudulent,
8753,267.95,6,19,numerar,20:51:16,C0037,non-fraudulent,
8754,213.48,6,9,numerar,23:33:03,C0033,non-fraudulent,
8755,510.23,11,9,tichete,08:51:22,C0102,non-fraudulent,
8756,382.67,8,9,numerar,23:51:09,C0090,fraudulent,numerar_prea_mare
8757,146.27,6,9,card,12:56:36,C0028,non-fraudulent,
8758,69.29,7,9,numerar,05:35:40,C0119,non-fraudulent,
8759,360.31,8,9,card,16:33:28,C0011,non-fraudulent,
8760,310.42,9,19,numerar,16:38:50,C0200,fraudulent,numerar_prea_mare
8761,67.88,4,9,transfer,13:56:39,C0158,non-fraudulent,
8762,216.82,5,19,numerar,13:45:22,C0032,non-fraudulent,
8763,112.88,6,9,transfer,00:09:34,C0003,fraudulent,emitere_noaptea
8764,328.57,8,19,card,04:41:12,C0030,fraudulent,emitere_noaptea
8765,79.78,5,9,tichete,05:25:17,C0005,non-fraudulent,
8766,202.58,7,9,transfer,22:53:37,C0105,non-fraudulent,
8767,42.88,3,19,tichete,16:32:24,C0192,non-fraudulent,
8768,104.63,4,19,numerar,23:17:22,C0083,non-fraudulent,
8769,272.96,6,19,card,20:29:06,C0158,non-fraudulent,
8770,183.38,7,19,card,17:51:10,C0176,non-fraudulent,
8771,27.79,2,19,card,02:24:48,C0137,fraudulent,emitere_noaptea
8772,114.25,5,9,card,07:23:07,C0048,non-fraudulent,
8773,268.1,6,9,tichete,19:47:02,C0004,non-fraudulent,
8774,256.02,10,19,tichete,03:21:57,C0137,fraudulent,emitere_noaptea
8775,194.2,5,9,transfer,07:16:14,C0117,non-fraudulent,
8776,181.95,4,19,numerar,11:29:03,C0040,non-fraudulent,
8777,42.75,5,9,tichete,08:38:08,C0161,non-fraudulent,
8778,222.19,8,19,transfer,21:05:58,C0152,non-fraudulent,
8779,129.81,10,19,card,19:07:53,C0161,non-fraudulent,
8780,200.63,5,19,tichete,10:13:02,C0177,non-fraudulent,
8781,35.24,4,9,tichete,21:03:33,C0140,non-fraudulent,
8782,46.91,8,9,numerar,05:38:26,C0175,non-fraudulent,
8783,146.42,4,9,transfer,08:17:38,C0187,non-fraudulent,
8784,255.71,10,19,numerar,16:45:24,C0001,non-fraudulent,
8785,178.87,8,19,tichete,22:06:40,C0146,non-fraudulent,
8786,262.84,6,9,tichete,17:52:38,C0199,fraudulent,comerciant_risc
8787,58.45,2,9,transfer,18:18:26,C0005,non-fraudulent,
8788,68.46,10,9,numerar,19:07:46,C0180,non-fraudulent,
8789,185.94,4,19,transfer,16:52:25,C0056,non-fraudulent,
8790,112.12,7,9,numerar,01:14:35,C0194,fraudulent,emitere_noaptea
8791,72.94,7,9,transfer,01:06:53,C0200,fraudulent,emitere_noaptea
8792,18.25,2,9,numerar,05:27:46,C0066,non-fraudulent,
8793,144.83,7,9,transfer,02:58:58,C0027,fraudulent,emitere_noaptea
8794,201.73,8,19,card,07:32:18,C0121,non-fraudulent,
8795,203.75,5,9,card,17:47:41,C0155,non-fraudulent,
8796,175.98,8,9,numerar,11:48:56,C0063,non-fraudulent,
8797,69.93,6,19,transfer,08:34:45,C0085,non-fraudulent,
8798,65.7,5,9,transfer,17:50:15,C0188,non-fraudulent,
8799,44.91,7,9,tichete,21:46:58,C0056,non-fraudulent,
