Total_suma,Număr_produse,procent_TVA,metoda_plata,Oră_emitere,Comerciant_id,eticheta,motiv_frauda
118.99,4,19,tichete,02:36:06,C0047,fraudulent,emitere_noaptea
156.16,9,19,transfer,02:44:43,C0136,fraudulent,emitere_noaptea;comerciant_risc
92.14,5,9,card,01:55:58,C0019,fraudulent,emitere_noaptea
252.84,8,9,tichete,04:01:50,C0175,fraudulent,emitere_noaptea
227.61,6,19,card,00:53:06,C0027,fraudulent,emitere_noaptea
266.93,6,19,card,03:46:07,C0176,fraudulent,emitere_noaptea
60.3,7,19,tichete,04:49:05,C0015,fraudulent,emitere_noaptea
89.23,9,19,transfer,04:31:39,C0056,fraudulent,emitere_noaptea
37.21,2,9,transfer,04:15:15,C0043,fraudulent,emitere_noaptea
185.45,4,9,card,02:12:18,C0178,fraudulent,emitere_noaptea
35.93,5,9,card,01:35:33,C0092,fraudulent,emitere_noaptea
42.39,4,19,numerar,03:41:32,C0143,fraudulent,emitere_noaptea
72.45,4,19,card,02:04:38,C0070,fraudulent,emitere_noaptea
298.99,6,9,card,00:39:51,C0047,fraudulent,emitere_noaptea
149.2,10,9,transfer,04:40:43,C0072,fraudulent,emitere_noaptea
258.24,7,19,card,00:07:18,C0125,fraudulent,emitere_noaptea
112.19,3,9,transfer,00:21:36,C0065,fraudulent,emitere_noaptea
185.77,5,19,numerar,00:49:13,C0138,fraudulent,emitere_noaptea
169.58,4,9,tichete,23:31:56,C0107,fraudulent,comerciant_risc
293.91,6,19,card,03:18:14,C0190,fraudulent,emitere_noaptea
281.9,8,19,card,10:21:15,C0159,fraudulent,comerciant_risc
219.36,6,9,numerar,02:01:50,C0131,fraudulent,emitere_noaptea
137.28,6,19,tichete,03:41:15,C0039,fraudulent,emitere_noaptea
206.96,6,19,tichete,04:01:30,C0122,fraudulent,emitere_noaptea
173.34,4,9,numerar,04:36:11,C0092,fraudulent,emitere_noaptea
206.31,5,19,tichete,01:24:47,C0172,fraudulent,emitere_noaptea
64.71,9,9,tichete,02:26:29,C0026,fraudulent,emitere_noaptea
131.5,5,9,card,04:42:18,C0187,fraudulent,emitere_noaptea
90.51,6,9,transfer,02:15:53,C0090,fraudulent,emitere_noaptea
36.15,7,9,numerar,01:31:31,C0166,fraudulent,emitere_noaptea
88.32,4,19,transfer,02:14:35,C0061,fraudulent,emitere_noaptea
41.78,4,9,tichete,03:27:30,C0119,fraudulent,emitere_noaptea
222.63,5,19,tichete,00:46:28,C0005,fraudulent,emitere_noaptea
138.1,7,19,tichete,14:39:45,C0006,fraudulent,comerciant_risc
92.66,6,9,card,01:48:49,C0029,fraudulent,emitere_noaptea
120.43,3,19,card,03:13:23,C0148,fraudulent,emitere_noaptea
76.15,5,9,tichete,01:45:41,C0095,fraudulent,emitere_noaptea
45.72,4,9,card,13:18:03,C0154,fraudulent,comerciant_risc
222.3,8,9,card,04:33:59,C0092,fraudulent,emitere_noaptea
418.87,9,19,tichete,00:52:23,C0092,fraudulent,emitere_noaptea
59.76,5,19,tichete,01:49:54,C0042,fraudulent,emitere_noaptea
138.63,12,9,card,04:57:14,C0181,fraudulent,emitere_noaptea
328.87,8,19,tichete,03:09:49,C0023,fraudulent,emitere_noaptea
98.25,6,9,card,05:44:57,C0154,fraudulent,comerciant_risc
290.22,6,19,transfer,04:07:56,C0060,fraudulent,emitere_noaptea
203.5,5,9,tichete,02:35:53,C0187,fraudulent,emitere_noaptea
301.93,7,9,transfer,03:24:04,C0067,fraudulent,emitere_noaptea
94.89,5,19,card,03:58:22,C0022,fraudulent,emitere_noaptea
163.5,5,9,transfer,08:24:11,C0006,fraudulent,comerciant_risc
31.95,6,19,transfer,14:48:58,C0136,fraudulent,comerciant_risc
107.91,5,9,numerar,03:08:21,C0035,fraudulent,emitere_noaptea
133.65,5,19,card,02:08:24,C0016,fraudulent,emitere_noaptea;comerciant_risc
129.32,3,19,numerar,07:20:17,C0010,fraudulent,comerciant_risc
279.63,9,19,numerar,06:10:34,C0159,fraudulent,comerciant_risc
217.79,5,19,numerar,09:34:07,C0184,fraudulent,comerciant_risc
97.16,6,19,numerar,02:05:20,C0061,fraudulent,emitere_noaptea
101.71,5,19,card,03:57:09,C0199,fraudulent,emitere_noaptea;comerciant_risc
351.98,8,9,numerar,08:47:45,C0097,fraudulent,numerar_prea_mare
171.18,5,19,tichete,02:31:24,C0110,fraudulent,emitere_noaptea
98.6,5,9,card,00:56:45,C0033,fraudulent,emitere_noaptea
210.21,7,9,tichete,12:25:10,C0199,fraudulent,comerciant_risc
31.38,6,19,transfer,00:24:56,C0047,fraudulent,emitere_noaptea
195.63,7,9,tichete,04:22:41,C0137,fraudulent,emitere_noaptea
62.34,5,9,transfer,03:34:24,C0162,fraudulent,emitere_noaptea
200.27,5,19,card,01:35:44,C0167,fraudulent,emitere_noaptea
231.51,6,9,transfer,03:25:55,C0031,fraudulent,emitere_noaptea
271.79,6,9,card,01:55:56,C0165,fraudulent,emitere_noaptea
197.95,5,9,transfer,04:41:49,C0070,fraudulent,emitere_noaptea
206.73,7,19,numerar,04:40:57,C0191,fraudulent,emitere_noaptea
358.29,8,19,card,04:00:21,C0012,fraudulent,emitere_noaptea
66.73,4,19,transfer,02:37:38,C0023,fraudulent,emitere_noaptea
159.95,5,19,card,02:13:43,C0003,fraudulent,emitere_noaptea
335.1,7,9,tichete,04:17:31,C0050,fraudulent,emitere_noaptea
287.16,6,19,tichete,02:55:02,C0171,fraudulent,emitere_noaptea
330.98,7,19,card,13:46:25,C0132,fraudulent,comerciant_risc
112.04,3,9,transfer,04:35:57,C0160,fraudulent,emitere_noaptea
39.8,2,19,card,00:42:31,C0001,fraudulent,emitere_noaptea
244.53,7,19,numerar,01:32:35,C0154,fraudulent,emitere_noaptea;comerciant_risc
194.7,8,9,transfer,01:31:05,C0067,fraudulent,emitere_noaptea
71.23,4,9,transfer,03:28:00,C0128,fraudulent,emitere_noaptea
45.17,8,19,tichete,02:58:21,C0057,fraudulent,emitere_noaptea
55.37,4,9,numerar,02:35:31,C0130,fraudulent,emitere_noaptea
91.11,3,19,card,04:28:50,C0117,fraudulent,emitere_noaptea
133.94,5,9,tichete,02:17:33,C0159,fraudulent,emitere_noaptea;comerciant_risc
157.79,5,19,tichete,04:25:32,C0177,fraudulent,emitere_noaptea
209.97,5,9,card,05:50:00,C0107,fraudulent,comerciant_risc
423.41,10,19,transfer,00:00:25,C0037,fraudulent,emitere_noaptea
417.08,10,9,card,00:01:00,C0070,fraudulent,emitere_noaptea
120.38,5,19,card,01:54:17,C0105,fraudulent,emitere_noaptea
53.56,5,9,card,03:59:47,C0138,fraudulent,emitere_noaptea
87.51,2,9,card,01:53:36,C0003,fraudulent,emitere_noaptea
188.29,4,9,card,01:35:13,C0146,fraudulent,emitere_noaptea
165.74,6,19,card,04:39:26,C0191,fraudulent,emitere_noaptea
223.41,9,9,transfer,01:21:22,C0037,fraudulent,emitere_noaptea
330.92,7,9,tichete,15:13:42,C0132,fraudulent,comerciant_risc
115.46,3,9,card,04:31:46,C0046,fraudulent,emitere_noaptea
195.83,4,19,card,04:48:12,C0137,fraudulent,emitere_noaptea
301.46,9,19,numerar,14:19:24,C0085,fraudulent,numerar_prea_mare
233.14,8,9,card,03:04:47,C0163,fraudulent,emitere_noaptea
68.41,5,19,numerar,02:22:21,C0053,fraudulent,emitere_noaptea
205.2,7,19,transfer,03:39:43,C0018,fraudulent,emitere_noaptea
150.32,5,19,card,00:29:28,C0060,fraudulent,emitere_noaptea
315.51,7,9,tichete,03:57:32,C0146,fraudulent,emitere_noaptea
104.01,5,9,tichete,00:00:11,C0065,fraudulent,emitere_noaptea
55.2,5,19,card,22:56:33,C0136,fraudulent,comerciant_risc
307.86,8,19,numerar,01:02:56,C0122,fraudulent,emitere_noaptea;numerar_prea_mare
99.61,4,9,numerar,00:51:11,C0108,fraudulent,emitere_noaptea
53.72,10,19,transfer,02:17:00,C0120,fraudulent,emitere_noaptea
212.63,5,19,card,02:10:18,C0115,fraudulent,emitere_noaptea
266.35,6,19,card,04:21:45,C0038,fraudulent,emitere_noaptea
39.09,3,9,card,02:39:29,C0169,fraudulent,emitere_noaptea
144.61,4,9,card,00:41:07,C0022,fraudulent,emitere_noaptea
352.38,8,19,tichete,01:26:06,C0152,fraudulent,emitere_noaptea
112.91,4,19,transfer,03:59:11,C0121,fraudulent,emitere_noaptea
439.03,10,19,numerar,15:00:57,C0054,fraudulent,numerar_prea_mare
100.59,4,9,tichete,03:09:40,C0151,fraudulent,emitere_noaptea
195.09,9,9,card,04:11:08,C0049,fraudulent,emitere_noaptea
60.81,6,9,card,00:00:49,C0033,fraudulent,emitere_noaptea
202.22,5,19,card,04:27:42,C0180,fraudulent,emitere_noaptea
410.03,13,19,numerar,02:45:24,C0191,fraudulent,emitere_noaptea;numerar_prea_mare
245.76,7,9,tichete,04:27:54,C0181,fraudulent,emitere_noaptea
212.3,7,9,card,02:31:57,C0146,fraudulent,emitere_noaptea
209.92,7,9,numerar,04:17:19,C0072,fraudulent,emitere_noaptea
89.8,5,9,card,02:37:33,C0009,fraudulent,emitere_noaptea
157.83,5,19,numerar,02:10:53,C0107,fraudulent,emitere_noaptea;comerciant_risc
55.78,4,19,tichete,01:22:01,C0062,fraudulent,emitere_noaptea
64.59,6,9,transfer,03:21:52,C0016,fraudulent,emitere_noaptea;comerciant_risc
115.35,6,19,card,04:52:09,C0029,fraudulent,emitere_noaptea
199.36,7,9,tichete,04:46:57,C0003,fraudulent,emitere_noaptea
203.6,8,9,tichete,02:24:12,C0151,fraudulent,emitere_noaptea
132.22,9,9,numerar,03:33:51,C0008,fraudulent,emitere_noaptea
39.13,2,9,tichete,02:41:30,C0098,fraudulent,emitere_noaptea
394.17,9,19,numerar,16:31:15,C0121,fraudulent,numerar_prea_mare
250.57,7,9,card,11:19:22,C0199,fraudulent,comerciant_risc
150.74,4,9,numerar,03:48:53,C0168,fraudulent,emitere_noaptea
118.77,8,9,numerar,04:21:47,C0100,fraudulent,emitere_noaptea
115.83,4,19,numerar,02:37:24,C0164,fraudulent,emitere_noaptea
141.75,10,19,numerar,04:28:51,C0033,fraudulent,emitere_noaptea
368.4,9,19,numerar,15:49:27,C0037,fraudulent,numerar_prea_mare
243.83,9,9,tichete,00:19:08,C0075,fraudulent,emitere_noaptea
249.75,7,19,transfer,02:01:11,C0181,fraudulent,emitere_noaptea
321.07,7,9,tichete,19:37:38,C0016,fraudulent,comerciant_risc
80.36,10,19,transfer,02:02:23,C0090,fraudulent,emitere_noaptea
58.88,4,9,numerar,04:15:30,C0048,fraudulent,emitere_noaptea
426.24,9,9,numerar,13:22:52,C0010,fraudulent,numerar_prea_mare;comerciant_risc
286.19,7,19,card,04:57:06,C0080,fraudulent,emitere_noaptea
59.51,6,19,tichete,00:06:33,C0162,fraudulent,emitere_noaptea
100.92,7,19,tichete,03:53:08,C0086,fraudulent,emitere_noaptea
243.06,5,19,tichete,01:41:47,C0147,fraudulent,emitere_noaptea
305.45,7,9,numerar,13:54:42,C0134,fraudulent,numerar_prea_mare
241.19,6,9,tichete,04:50:01,C0180,fraudulent,emitere_noaptea
108.64,5,19,tichete,00:00:34,C0033,fraudulent,emitere_noaptea
76.43,4,9,card,00:23:46,C0068,fraudulent,emitere_noaptea
351.39,8,19,transfer,04:28:10,C0165,fraudulent,emitere_noaptea
312.94,7,19,transfer,02:09:46,C0030,fraudulent,emitere_noaptea
440.55,11,9,numerar,23:56:36,C0133,fraudulent,numerar_prea_mare
106.9,8,9,numerar,01:45:32,C0114,fraudulent,emitere_noaptea
320.6,8,9,tichete,02:54:20,C0178,fraudulent,emitere_noaptea
140.09,3,19,tichete,03:25:00,C0056,fraudulent,emitere_noaptea
382.53,9,9,numerar,09:26:50,C0013,fraudulent,numerar_prea_mare
69.51,5,19,card,05:06:06,C0016,fraudulent,comerciant_risc
134.14,4,9,card,00:17:42,C0089,fraudulent,emitere_noaptea
401.33,12,19,transfer,15:37:02,C0010,fraudulent,comerciant_risc
85.24,9,19,card,04:34:23,C0097,fraudulent,emitere_noaptea
301.47,8,9,numerar,17:52:00,C0098,fraudulent,numerar_prea_mare
59.52,3,9,card,02:32:32,C0157,fraudulent,emitere_noaptea
64.71,6,9,tichete,00:42:43,C0167,fraudulent,emitere_noaptea
276.34,8,19,card,22:23:04,C0199,fraudulent,comerciant_risc
76.44,5,19,numerar,02:17:11,C0165,fraudulent,emitere_noaptea
213.45,7,19,card,02:51:31,C0089,fraudulent,emitere_noaptea
325.99,10,19,numerar,18:59:46,C0096,fraudulent,numerar_prea_mare
160.18,12,9,numerar,21:14:26,C0016,fraudulent,comerciant_risc
240.12,6,9,transfer,00:24:17,C0035,fraudulent,emitere_noaptea
306.81,7,19,numerar,16:10:49,C0159,fraudulent,numerar_prea_mare;comerciant_risc
278.66,8,9,transfer,01:36:16,C0010,fraudulent,emitere_noaptea;comerciant_risc
75.2,3,19,transfer,04:28:05,C0139,fraudulent,emitere_noaptea
287.22,6,19,transfer,02:09:17,C0105,fraudulent,emitere_noaptea
225.31,8,19,transfer,03:33:57,C0139,fraudulent,emitere_noaptea
77.66,2,19,numerar,03:13:15,C0010,fraudulent,emitere_noaptea;comerciant_risc
38.77,5,19,numerar,04:13:46,C0083,fraudulent,emitere_noaptea
130.17,9,19,numerar,01:16:02,C0175,fraudulent,emitere_noaptea
88.77,7,9,transfer,00:28:44,C0175,fraudulent,emitere_noaptea
175.09,4,19,tichete,02:25:51,C0156,fraudulent,emitere_noaptea
19.2,2,19,transfer,01:13:22,C0197,fraudulent,emitere_noaptea
300.06,9,19,numerar,22:57:29,C0174,fraudulent,numerar_prea_mare
207.15,6,19,card,17:21:23,C0016,fraudulent,comerciant_risc
140.15,5,9,card,02:00:48,C0118,fraudulent,emitere_noaptea
55.21,2,9,transfer,04:18:38,C0058,fraudulent,emitere_noaptea
208.18,11,9,card,04:10:15,C0025,fraudulent,emitere_noaptea
57.18,7,19,transfer,01:17:15,C0087,fraudulent,emitere_noaptea
192.57,5,19,tichete,04:48:44,C0018,fraudulent,emitere_noaptea
65.26,7,19,card,04:12:37,C0029,fraudulent,emitere_noaptea
218.36,6,19,tichete,14:20:26,C0159,fraudulent,comerciant_risc
242.0,8,19,transfer,04:21:33,C0050,fraudulent,emitere_noaptea
211.68,6,19,transfer,05:16:55,C0016,fraudulent,comerciant_risc
143.76,5,9,tichete,03:51:41,C0073,fraudulent,emitere_noaptea
33.74,5,19,transfer,01:33:59,C0001,fraudulent,emitere_noaptea
123.36,5,19,tichete,04:28:01,C0113,fraudulent,emitere_noaptea
113.36,7,19,numerar,00:12:59,C0078,fraudulent,emitere_noaptea
123.51,6,9,numerar,03:43:15,C0196,fraudulent,emitere_noaptea
198.8,7,19,tichete,00:56:14,C0085,fraudulent,emitere_noaptea
94.59,4,19,numerar,03:23:39,C0048,fraudulent,emitere_noaptea
203.8,7,19,numerar,04:44:55,C0004,fraudulent,emitere_noaptea
60.43,3,19,numerar,12:22:39,C0184,fraudulent,comerciant_risc
305.52,7,9,card,03:12:12,C0110,fraudulent,emitere_noaptea
343.36,7,19,transfer,01:20:32,C0101,fraudulent,emitere_noaptea
65.39,9,9,tichete,04:25:26,C0048,fraudulent,emitere_noaptea
216.29,7,9,numerar,03:34:14,C0116,fraudulent,emitere_noaptea
177.21,4,19,numerar,04:36:51,C0071,fraudulent,emitere_noaptea
211.56,5,9,numerar,17:55:42,C0006,fraudulent,comerciant_risc
121.23,8,9,numerar,09:30:30,C0016,fraudulent,comerciant_risc
112.07,4,9,tichete,02:57:47,C0019,fraudulent,emitere_noaptea
70.92,7,9,transfer,00:08:52,C0075,fraudulent,emitere_noaptea
218.81,5,19,card,00:26:32,C0098,fraudulent,emitere_noaptea
147.2,10,19,card,02:10:56,C0096,fraudulent,emitere_noaptea
183.5,8,19,tichete,11:46:23,C0159,fraudulent,comerciant_risc
404.73,9,9,transfer,01:32:49,C0091,fraudulent,emitere_noaptea
45.64,2,9,card,01:21:30,C0062,fraudulent,emitere_noaptea
227.51,6,19,card,04:53:08,C0182,fraudulent,emitere_noaptea
166.88,4,19,transfer,01:24:49,C0030,fraudulent,emitere_noaptea
121.62,5,9,card,02:25:51,C0074,fraudulent,emitere_noaptea
79.45,5,9,tichete,00:48:29,C0045,fraudulent,emitere_noaptea
322.15,7,19,numerar,13:10:22,C0183,fraudulent,numerar_prea_mare
63.99,4,9,card,01:20:08,C0084,fraudulent,emitere_noaptea
84.66,4,9,tichete,02:13:31,C0062,fraudulent,emitere_noaptea
112.55,3,19,numerar,00:07:21,C0159,fraudulent,emitere_noaptea;comerciant_risc
115.99,3,19,tichete,03:06:03,C0071,fraudulent,emitere_noaptea
348.81,7,19,tichete,03:06:02,C0082,fraudulent,emitere_noaptea
243.07,6,9,tichete,01:37:10,C0106,fraudulent,emitere_noaptea
170.9,4,19,card,01:45:10,C0170,fraudulent,emitere_noaptea
176.15,5,9,card,02:59:40,C0138,fraudulent,emitere_noaptea
82.33,4,19,numerar,02:30:29,C0036,fraudulent,emitere_noaptea
279.37,6,19,transfer,01:18:33,C0145,fraudulent,emitere_noaptea
153.12,7,9,numerar,20:21:01,C0199,fraudulent,comerciant_risc
150.63,5,19,transfer,04:47:38,C0042,fraudulent,emitere_noaptea
277.56,6,9,card,03:49:40,C0050,fraudulent,emitere_noaptea
205.37,5,19,tichete,04:12:26,C0041,fraudulent,emitere_noaptea
173.58,7,9,transfer,02:31:37,C0139,fraudulent,emitere_noaptea
107.01,3,9,card,02:45:33,C0001,fraudulent,emitere_noaptea
53.24,5,19,numerar,13:00:48,C0016,fraudulent,comerciant_risc
51.58,2,9,transfer,03:17:06,C0191,fraudulent,emitere_noaptea
311.55,7,19,transfer,00:29:34,C0065,fraudulent,emitere_noaptea
44.99,2,19,card,23:06:37,C0016,fraudulent,comerciant_risc
44.48,5,19,numerar,02:24:17,C0158,fraudulent,emitere_noaptea
74.49,4,9,card,03:37:38,C0069,fraudulent,emitere_noaptea
429.97,9,9,numerar,01:13:47,C0027,fraudulent,emitere_noaptea;numerar_prea_mare
315.6,8,9,numerar,05:53:04,C0160,fraudulent,numerar_prea_mare
241.88,6,9,tichete,04:23:08,C0195,fraudulent,emitere_noaptea
372.09,9,19,tichete,01:32:26,C0166,fraudulent,emitere_noaptea
276.13,9,19,transfer,03:23:45,C0196,fraudulent,emitere_noaptea
52.6,6,19,numerar,10:01:00,C0184,fraudulent,comerciant_risc
363.61,10,9,tichete,10:13:24,C0006,fraudulent,comerciant_risc
134.28,4,19,card,01:45:01,C0113,fraudulent,emitere_noaptea
134.76,3,9,card,14:44:01,C0154,fraudulent,comerciant_risc
130.82,7,9,transfer,03:32:07,C0141,fraudulent,emitere_noaptea
61.7,5,9,transfer,04:08:33,C0049,fraudulent,emitere_noaptea
271.95,6,9,tichete,02:26:47,C0149,fraudulent,emitere_noaptea
200.24,8,9,tichete,03:34:13,C0071,fraudulent,emitere_noaptea
88.39,2,9,numerar,02:20:55,C0061,fraudulent,emitere_noaptea
104.67,3,9,numerar,03:35:58,C0149,fraudulent,emitere_noaptea
222.05,8,19,transfer,01:29:29,C0039,fraudulent,emitere_noaptea
167.69,6,9,transfer,02:21:22,C0177,fraudulent,emitere_noaptea
65.28,7,19,card,00:04:23,C0047,fraudulent,emitere_noaptea
295.51,6,19,card,02:26:30,C0012,fraudulent,emitere_noaptea
92.3,2,9,transfer,02:25:45,C0174,fraudulent,emitere_noaptea
109.32,8,9,numerar,01:14:50,C0159,fraudulent,emitere_noaptea;comerciant_risc
146.52,5,19,transfer,04:34:36,C0151,fraudulent,emitere_noaptea
99.14,4,19,card,01:16:28,C0029,fraudulent,emitere_noaptea
220.23,8,9,card,01:09:49,C0117,fraudulent,emitere_noaptea
222.43,7,9,numerar,11:02:21,C0010,fraudulent,comerciant_risc
195.09,5,19,card,01:51:57,C0087,fraudulent,emitere_noaptea
218.09,6,19,card,03:29:02,C0117,fraudulent,emitere_noaptea
226.55,5,19,numerar,01:34:31,C0006,fraudulent,emitere_noaptea;comerciant_risc
458.78,12,9,transfer,03:38:20,C0199,fraudulent,emitere_noaptea;comerciant_risc
132.8,4,9,numerar,02:11:27,C0106,fraudulent,emitere_noaptea
225.07,8,19,card,03:10:32,C0024,fraudulent,emitere_noaptea
137.94,9,9,transfer,01:41:06,C0196,fraudulent,emitere_noaptea
67.13,4,9,numerar,00:37:42,C0197,fraudulent,emitere_noaptea
115.52,6,19,tichete,01:25:46,C0150,fraudulent,emitere_noaptea
38.58,5,19,numerar,02:57:13,C0003,fraudulent,emitere_noaptea
213.6,8,19,tichete,01:22:56,C0140,fraudulent,emitere_noaptea
148.94,5,9,numerar,01:39:55,C0154,fraudulent,emitere_noaptea;comerciant_risc
185.31,4,9,tichete,03:01:14,C0019,fraudulent,emitere_noaptea
91.93,5,19,numerar,01:29:22,C0069,fraudulent,emitere_noaptea
97.84,3,19,transfer,03:16:04,C0012,fraudulent,emitere_noaptea
34.06,4,19,card,04:52:29,C0120,fraudulent,emitere_noaptea
302.45,7,9,card,23:48:27,C0107,fraudulent,comerciant_risc
263.85,9,9,transfer,01:48:04,C0109,fraudulent,emitere_noaptea
248.75,5,19,card,01:53:04,C0190,fraudulent,emitere_noaptea
57.4,5,19,numerar,02:00:22,C0103,fraudulent,emitere_noaptea
267.66,6,19,tichete,04:47:09,C0090,fraudulent,emitere_noaptea
243.76,7,9,card,11:37:07,C0199,fraudulent,comerciant_risc
91.23,2,9,card,02:02:14,C0070,fraudulent,emitere_noaptea
276.9,13,19,tichete,01:24:04,C0177,fraudulent,emitere_noaptea
225.34,7,9,numerar,21:03:42,C0199,fraudulent,comerciant_risc
349.28,9,19,tichete,03:11:07,C0062,fraudulent,emitere_noaptea
375.62,10,9,tichete,04:33:33,C0053,fraudulent,emitere_noaptea
44.45,3,19,transfer,02:31:28,C0003,fraudulent,emitere_noaptea
42.36,4,9,transfer,15:23:17,C0016,fraudulent,comerciant_risc
176.1,6,19,numerar,03:36:05,C0029,fraudulent,emitere_noaptea
114.13,4,9,numerar,00:51:51,C0046,fraudulent,emitere_noaptea
323.65,10,9,numerar,01:12:40,C0055,fraudulent,emitere_noaptea;numerar_prea_mare
184.88,8,19,card,00:05:24,C0055,fraudulent,emitere_noaptea
125.26,5,9,transfer,02:23:29,C0046,fraudulent,emitere_noaptea
91.16,7,19,numerar,00:44:52,C0174,fraudulent,emitere_noaptea
83.6,7,9,card,01:32:32,C0062,fraudulent,emitere_noaptea
241.81,6,9,numerar,04:05:47,C0108,fraudulent,emitere_noaptea
276.44,12,19,card,01:09:19,C0156,fraudulent,emitere_noaptea
88.92,6,19,transfer,02:21:38,C0043,fraudulent,emitere_noaptea
333.08,7,19,transfer,01:46:46,C0091,fraudulent,emitere_noaptea
224.29,5,9,tichete,02:55:27,C0132,fraudulent,emitere_noaptea;comerciant_risc
72.18,4,19,tichete,00:41:20,C0073,fraudulent,emitere_noaptea
183.15,7,9,tichete,15:54:46,C0006,fraudulent,comerciant_risc
276.01,6,19,transfer,00:01:00,C0069,fraudulent,emitere_noaptea
102.58,6,19,transfer,04:31:12,C0085,fraudulent,emitere_noaptea
234.45,5,9,card,03:48:48,C0068,fraudulent,emitere_noaptea
34.22,3,19,transfer,15:23:37,C0199,fraudulent,comerciant_risc
86.56,6,9,transfer,04:31:51,C0062,fraudulent,emitere_noaptea
110.36,3,9,tichete,01:16:49,C0016,fraudulent,emitere_noaptea;comerciant_risc
341.35,7,19,numerar,15:31:43,C0174,fraudulent,numerar_prea_mare
41.95,5,9,card,02:55:00,C0183,fraudulent,emitere_noaptea
258.65,8,9,numerar,00:09:38,C0198,fraudulent,emitere_noaptea
262.2,6,19,tichete,03:50:45,C0066,fraudulent,emitere_noaptea
441.39,10,19,numerar,16:22:55,C0023,fraudulent,numerar_prea_mare
83.35,4,19,card,00:57:24,C0067,fraudulent,emitere_noaptea
197.79,8,19,tichete,00:49:53,C0067,fraudulent,emitere_noaptea
62.43,12,9,tichete,00:37:35,C0075,fraudulent,emitere_noaptea
34.61,3,19,transfer,03:13:14,C0101,fraudulent,emitere_noaptea
41.51,3,19,transfer,02:18:01,C0145,fraudulent,emitere_noaptea
173.65,6,9,tichete,03:17:00,C0071,fraudulent,emitere_noaptea
443.09,10,19,numerar,12:10:43,C0146,fraudulent,numerar_prea_mare
349.12,7,19,card,04:18:07,C0199,fraudulent,emitere_noaptea;comerciant_risc
36.46,7,19,card,00:42:19,C0150,fraudulent,emitere_noaptea
250.42,9,9,numerar,03:01:24,C0071,fraudulent,emitere_noaptea
143.2,8,9,card,02:32:09,C0150,fraudulent,emitere_noaptea
201.56,6,19,numerar,00:11:09,C0150,fraudulent,emitere_noaptea
97.27,4,9,numerar,00:41:19,C0014,fraudulent,emitere_noaptea
133.03,3,9,card,00:54:33,C0154,fraudulent,emitere_noaptea;comerciant_risc
304.5,8,19,numerar,21:33:36,C0109,fraudulent,numerar_prea_mare
231.33,6,19,numerar,00:19:43,C0024,fraudulent,emitere_noaptea
185.67,5,9,transfer,03:16:55,C0009,fraudulent,emitere_noaptea
147.97,7,9,numerar,03:11:39,C0171,fraudulent,emitere_noaptea
173.1,5,19,tichete,03:45:17,C0156,fraudulent,emitere_noaptea
173.47,7,19,numerar,02:14:27,C0055,fraudulent,emitere_noaptea
396.2,8,19,numerar,11:39:03,C0004,fraudulent,numerar_prea_mare
88.63,3,9,card,02:56:19,C0036,fraudulent,emitere_noaptea
675.51,14,9,transfer,01:08:00,C0045,fraudulent,emitere_noaptea
30.39,5,19,transfer,01:30:49,C0016,fraudulent,emitere_noaptea;comerciant_risc
203.1,6,19,tichete,04:41:22,C0008,fraudulent,emitere_noaptea
345.36,7,19,tichete,04:55:06,C0120,fraudulent,emitere_noaptea
38.71,2,9,transfer,07:25:20,C0010,fraudulent,comerciant_risc
82.28,6,9,transfer,04:06:24,C0146,fraudulent,emitere_noaptea
190.18,7,9,numerar,02:04:29,C0119,fraudulent,emitere_noaptea
148.15,5,9,tichete,04:33:51,C0048,fraudulent,emitere_noaptea
29.23,4,9,numerar,00:36:16,C0154,fraudulent,emitere_noaptea;comerciant_risc
89.76,5,19,card,20:40:26,C0006,fraudulent,comerciant_risc
39.89,6,19,tichete,16:53:55,C0154,fraudulent,comerciant_risc
340.97,8,19,tichete,04:20:45,C0103,fraudulent,emitere_noaptea
79.25,4,9,tichete,03:50:43,C0034,fraudulent,emitere_noaptea
121.07,5,9,transfer,01:47:43,C0185,fraudulent,emitere_noaptea
177.62,6,9,tichete,04:06:49,C0096,fraudulent,emitere_noaptea
83.22,10,9,tichete,15:39:42,C0136,fraudulent,comerciant_risc
260.47,8,19,numerar,22:01:35,C0199,fraudulent,comerciant_risc
64.37,7,9,tichete,00:23:43,C0140,fraudulent,emitere_noaptea
142.97,5,19,numerar,02:04:42,C0081,fraudulent,emitere_noaptea
202.93,8,19,transfer,07:17:00,C0136,fraudulent,comerciant_risc
84.03,6,19,numerar,03:36:24,C0109,fraudulent,emitere_noaptea
117.74,3,19,numerar,04:47:24,C0112,fraudulent,emitere_noaptea
272.17,7,9,card,03:06:13,C0157,fraudulent,emitere_noaptea
244.69,6,19,numerar,03:25:42,C0033,fraudulent,emitere_noaptea
245.79,5,19,numerar,09:12:38,C0006,fraudulent,comerciant_risc
358.99,8,19,numerar,04:52:54,C0066,fraudulent,emitere_noaptea;numerar_prea_mare
99.3,7,19,transfer,04:20:33,C0059,fraudulent,emitere_noaptea
50.39,4,19,tichete,00:00:23,C0156,fraudulent,emitere_noaptea
30.19,6,9,numerar,02:44:36,C0087,fraudulent,emitere_noaptea
487.19,10,19,tichete,02:23:10,C0145,fraudulent,emitere_noaptea
358.61,8,9,card,02:27:05,C0012,fraudulent,emitere_noaptea
